,cluster,pvals_adj,logfoldchanges,names,sample
58,1,5.410066325306993e-77,11.528207,ADAM15_ITGA5,G2
59,1,2.1665774274001022e-76,6.0547132,CCL21_ADRA2A,G2
60,1,2.3400787801835403e-76,7.6938295,COL1A2_FLT4,G2
61,1,4.960460535818226e-76,9.706961,APOE_ABCA1,G2
62,1,6.43715972380607e-76,10.130747,BGN_TLR2,G2
63,1,2.0947409076873912e-75,24.599133,COL1A1_ITGA11,G2
66,1,7.964547941085411e-75,5.342537,LAMB1_ITGAV,G2
67,1,9.769477409635388e-75,7.182245,SERPINE1_ITGB5,G2
71,1,2.666312829660976e-74,7.8189545,COL5A2_ITGA1,G2
72,1,5.378956253062135e-74,9.6124115,GRN_TNFRSF1A,G2
73,1,2.8728959052766854e-73,6.2539144,ICAM3_ITGB2,G2
74,1,4.039113054743894e-73,13.542265,APOE_TREM2,G2
75,1,5.157696295414956e-73,18.758076,COL1A1_ITGAV,G2
76,1,1.8183547362521978e-72,9.413891,COL1A1_FLT4,G2
77,1,4.0580944579305145e-72,9.537317,COL18A1_GPC1,G2
79,1,3.2574000944009874e-71,5.9163117,FN1_ITGB7,G2
80,1,6.268360147351291e-71,9.88873,COL18A1_ITGB5,G2
81,1,7.746601412209696e-71,5.464878,TLN1_ITGB5,G2
82,1,7.832106289786583e-71,5.4762764,SAA1_ADRA2A,G2
83,1,1.2398680427923595e-70,9.484313,ADAM15_ITGAV,G2
84,1,1.3776061017948151e-70,7.9340568,MMP9_IFNAR1,G2
86,1,2.321875927731626e-70,5.296401,CCL19_CCR10,G2
87,1,2.6358687788270966e-69,11.504933,C3_CD19,G2
88,1,8.636356707049499e-69,7.2464876,GNAI2_TBXA2R,G2
90,1,1.3269938845977072e-68,10.157064,GRN_TNFRSF1B,G2
91,1,2.1101284983613503e-68,6.431396,VWF_SIRPA,G2
93,1,9.710572690869392e-68,6.5550017,GNAI2_IGF1R,G2
94,1,1.3568224787889714e-67,6.062193,LAMA4_ITGAV,G2
95,1,2.3450348428860618e-67,11.175454,S100A9_ITGB2,G2
99,1,1.945891132515923e-66,5.554376,FN1_FLT4,G2
100,1,4.961956550347672e-66,19.586811,COL1A2_ITGA11,G2
104,1,3.0582346751662664e-64,7.490044,CALM1_AQP1,G2
110,1,3.967639912096701e-61,13.286925,FN1_ITGA5,G2
114,1,2.8105164572458353e-59,5.167103,S100A9_TLR4,G2
116,1,5.0130352545308415e-59,10.97032,COL4A1_ITGAV,G2
121,1,9.05654730703659e-58,10.177095,CALM3_AQP1,G2
122,1,1.7793881249386923e-57,6.0569463,IGFBP4_FZD8,G2
124,1,1.6215016384801283e-56,10.897549,HLA-A_CD3D,G2
126,1,6.73507651479753e-56,5.086192,S100A8_ITGB2,G2
135,1,6.817792536861727e-54,6.293506,LTBP3_ITGB5,G2
140,1,3.6309252899972976e-53,6.6831307,NRG4_ERBB2,G2
141,1,1.0517274727217352e-52,8.102536,LPL_SDC1,G2
142,1,1.5017316227991706e-52,6.2445517,HLA-A_CD3G,G2
145,1,1.0336631769140778e-50,17.385214,CCL5_SDC1,G2
148,1,6.368027921941082e-50,9.506003,HLA-C_CD3D,G2
149,1,9.228962468783481e-50,7.6867833,SERPINE1_ITGAV,G2
151,1,3.1480664468980248e-49,8.925758,B2M_CD3D,G2
153,1,1.0224761910930884e-48,11.13085,HLA-B_CD3D,G2
156,1,2.9413934468470154e-47,5.589814,HBEGF_ERBB2,G2
158,1,7.345102047600698e-47,11.917671,CALR_ITGAV,G2
159,1,8.988887166684312e-47,6.7002907,COL5A1_ITGA1,G2
161,1,4.7688082201180815e-46,9.596068,HLA-C_NOTCH4,G2
163,1,1.409236778207132e-45,5.8351264,GNAI2_EDNRB,G2
170,1,2.7496080515461525e-44,6.188559,HLA-B_CD3G,G2
176,1,7.813515318261797e-43,5.0590553,HLA-C_CD3G,G2
184,1,6.018141214814872e-39,5.7725177,FN1_ITGA3,G2
188,1,1.2397103896331354e-36,13.563559,COL1A2_ITGAV,G2
204,1,1.9555343818872033e-32,12.831638,S100A4_ERBB2,G2
212,1,4.1325822726767245e-30,5.1168814,CD14_RIPK1,G2
231,1,1.5046700428342372e-23,11.401965,CALR_HLA-F,G2
241,1,2.6661750179217533e-19,5.7920904,B2M_HLA-F,G2
247,1,2.3400174860801794e-18,6.005792,COL18A1_ITGA3,G2
248,1,2.967767064287893e-18,18.000423,HLA-A_ERBB2,G2
257,1,4.4166211924650933e-16,5.182406,THBS2_NOTCH3,G2
265,1,5.069420361589715e-14,5.207908,CALR_ITGA3,G2
270,1,4.948473353215684e-13,5.847502,MDK_SDC1,G2
283,1,2.9464985976241076e-11,5.2378516,THBS1_SDC1,G2
317,1,0.0005482402819123545,7.4588523,FN1_ITGAV,G2
736,2,1.5377546660448547e-36,24.840733,AREG_ERBB3,G2
737,2,1.5377546660448547e-36,9.069776,TGFA_ERBB3,G2
738,2,1.5377546660448547e-36,10.055973,DLK1_NOTCH2,G2
739,2,1.5377546660448547e-36,20.385368,TGFA_ERBB2,G2
740,2,1.5377546660448547e-36,16.186302,FGB_ITGAV,G2
741,2,1.5377546660448547e-36,23.744087,CALM3_ESR1,G2
742,2,1.5377546660448547e-36,13.433689,DLK1_NOTCH3,G2
743,2,1.5377546660448547e-36,6.653375,CHAD_ITGA2,G2
744,2,1.5377546660448547e-36,8.299862,PIP_CD4,G2
745,2,1.5377546660448547e-36,10.955977,NTN1_UNC5C,G2
746,2,1.5377546660448547e-36,7.091045,CHAD_ITGB1,G2
747,2,1.5377546660448547e-36,21.071455,CXCL10_SDC4,G2
748,2,1.5377546660448547e-36,10.948764,TGFB1_ITGB8,G2
749,2,1.5377546660448547e-36,11.755833,FGB_ITGA5,G2
750,2,1.5377546660448547e-36,11.333738,VEGFA_RET,G2
751,2,1.5377546660448547e-36,9.339998,FGB_ITGB2,G2
752,2,1.568588089431426e-36,7.4219265,GDF15_RET,G2
754,2,1.787729999732207e-36,8.600268,FGB_ITGB1,G2
755,2,1.8804217953197317e-36,14.219772,ADAM9_ITGA3,G2
757,2,1.9492891127408887e-36,20.863895,EREG_ERBB2,G2
758,2,1.9492891127408887e-36,7.9414454,EREG_ERBB3,G2
759,2,1.981832974755544e-36,12.954223,FN1_ITGB8,G2
761,2,2.0537407724995744e-36,43.675358,HSP90AA1_ERBB2,G2
764,2,2.37608360136429e-36,16.503424,AZGP1_ITGAV,G2
765,2,2.37608360136429e-36,8.448123,CALM1_VIPR1,G2
766,2,2.5795845381194497e-36,13.967121,PTMA_VIPR1,G2
767,2,2.6007166383834466e-36,16.997297,GNAS_VIPR1,G2
768,2,2.6154283258646596e-36,9.799478,APP_PLD1,G2
769,2,2.6154283258646596e-36,8.286857,CGN_TGFBR1,G2
770,2,2.6154283258646596e-36,7.5090103,BMP7_BMPR2,G2
772,2,2.7342944086845783e-36,20.276474,MDK_ITGA6,G2
773,2,3.083646572855958e-36,7.7315907,DKK1_LRP5,G2
775,2,3.86067888045054e-36,5.1057076,LIPH_LPAR2,G2
776,2,4.577457443832916e-36,7.9920692,CDH1_ITGB7,G2
777,2,4.577457443832916e-36,7.0019083,CSF3_CSF1R,G2
778,2,7.396124367694236e-36,10.851358,GNAI2_S1PR3,G2
779,2,9.137703495434164e-36,11.717746,LAMB3_ITGB4,G2
781,2,1.651818325285033e-35,30.216904,MDK_SDC4,G2
782,2,1.651818325285033e-35,5.493284,COL9A3_ITGB1,G2
783,2,2.0846043541485887e-35,13.684271,LGALS9_CD44,G2
785,2,2.68854706092214e-35,11.247617,NRG3_ERBB2,G2
787,2,3.5194871295908427e-35,15.345451,ADAM9_ITGB5,G2
788,2,3.855740784620413e-35,6.327689,BMP2_GPC1,G2
789,2,9.411263330563434e-35,5.719703,FGF13_FGFR1,G2
791,2,1.1593848743408726e-34,7.7305856,COL4A1_ITGB8,G2
792,2,1.1936054824524244e-34,6.3971243,LAMC2_ITGB4,G2
793,2,1.2905919317208101e-34,12.580698,L1CAM_ERBB2,G2
794,2,1.3496819779338135e-34,14.364661,LAMA5_ITGB4,G2
795,2,1.5061981924436186e-34,10.092583,LAMA5_ITGA6,G2
796,2,2.4531311144128613e-34,5.1478853,SLPI_CD4,G2
798,2,3.907061657277392e-34,10.314433,SEMA4D_PLXNB2,G2
799,2,3.927778806125216e-34,17.268105,SEMA4D_ERBB2,G2
801,2,4.209350452177213e-34,15.4878,HMGB1_SDC1,G2
802,2,5.841549124147938e-34,7.136082,TIMP3_CD44,G2
803,2,7.203026448026339e-34,9.186027,THBS1_ITGA6,G2
805,2,1.0258066260272322e-33,8.673784,RTN4_NGFR,G2
806,2,1.0511589569900635e-33,13.565844,ADAM9_ITGAV,G2
807,2,1.0715417612427448e-33,13.688168,CCL5_SDC4,G2
808,2,1.4208864844837098e-33,11.389453,THBS1_SDC4,G2
810,2,1.4962420670020677e-33,5.7487555,CDH1_IGF1R,G2
812,2,2.8958989333277343e-33,8.326851,HSP90AA1_FGFR3,G2
815,2,4.876928450339847e-33,5.4936147,TGS1_RXRA,G2
816,2,6.326879455931994e-33,12.129724,APP_NGFR,G2
817,2,7.443098865667811e-33,5.7075257,LAMA1_SDC4,G2
818,2,7.590526986738631e-33,9.73605,MIF_CD44,G2
820,2,9.533394734022327e-33,35.242355,CDH1_PTPRF,G2
822,2,1.6024254797143787e-32,10.192001,APP_GPC1,G2
825,2,1.700893049436641e-32,16.772022,S100A9_CD36,G2
826,2,2.1202443051723351e-32,7.382035,CXCL12_SDC4,G2
830,2,8.514972936311046e-32,6.3129997,ITGB3BP_ITGB5,G2
831,2,9.025468983918885e-32,13.835647,ADAM9_ITGA6,G2
835,2,1.6328074891761002e-31,9.291703,PKM_CD44,G2
836,2,1.7997127156890436e-31,6.861049,LAMB3_ITGA3,G2
837,2,2.0067421755357776e-31,7.721308,COL6A1_ITGA6,G2
840,2,4.618086922808713e-31,22.91156,CDH1_ERBB3,G2
841,2,6.3807487578282574e-31,7.7717614,TGFB1_ITGB6,G2
845,2,1.0556587112725777e-29,7.748931,LAMB3_ITGA6,G2
846,2,2.183768955341775e-29,10.448495,LAMA5_SDC1,G2
848,2,4.7528687709544233e-29,5.0906234,PSEN1_CD44,G2
849,2,4.8775983823836616e-29,12.619072,PTN_SDC1,G2
852,2,1.2823275197765164e-28,7.8919754,LAMA5_ITGA3,G2
858,2,4.53670541795099e-27,27.947355,HSP90B1_ERBB2,G2
859,2,6.516559122537535e-27,5.3249316,LAMB1_ITGB4,G2
860,2,7.55393477176682e-27,10.856295,LAMB2_ITGB4,G2
861,2,1.1597275161949604e-26,6.1297364,CALM2_INSR,G2
864,2,2.3731968378672937e-26,5.992403,LTBP1_ITGB5,G2
869,2,6.754459908863263e-25,40.857323,HLA-A_ERBB2,G2
870,2,7.0378926910501665e-25,10.736462,APP_NOTCH2,G2
872,2,1.433701482846386e-24,9.227848,SEMA4C_PLXNB2,G2
878,2,1.1390471217607835e-23,9.056227,ADAM10_CD44,G2
879,2,1.843303084659597e-23,7.4887533,FN1_ITGA6,G2
881,2,5.959490254125524e-23,12.730452,MDK_ITGB1,G2
883,2,1.2773778412066955e-22,18.046597,B2M_HLA-F,G2
887,2,1.6014618695948997e-22,5.792109,ADAM10_NOTCH1,G2
888,2,2.0459868617349287e-22,17.879461,APP_NCSTN,G2
890,2,3.4891073792911387e-22,12.025305,APP_TSPAN15,G2
891,2,5.451287863600597e-22,7.6425548,EFNA1_EPHB6,G2
892,2,8.75292052156202e-22,12.363324,CALR_ITGA3,G2
894,2,3.783870064764592e-21,6.028201,CDH1_LRP5,G2
902,2,2.8671435821324827e-19,13.388641,TNC_SDC4,G2
903,2,3.2945714759473864e-19,5.105134,PSEN1_NCSTN,G2
906,2,5.458840808988511e-19,11.686307,S100A8_CD36,G2
910,2,1.628445593500504e-18,8.611662,COL18A1_ITGA3,G2
911,2,3.3103769943239357e-18,13.152872,MDK_SDC1,G2
913,2,4.433986868882812e-18,6.342597,LAMA5_ITGB1,G2
914,2,6.51307679081858e-18,5.9360743,ADAM10_NOTCH2,G2
917,2,1.658784124582688e-17,5.7141194,GSTP1_TRAF2,G2
919,2,8.59866473856849e-17,6.6314554,THBS1_CD36,G2
921,2,1.7798947444806544e-16,9.05426,ADAM9_ITGB1,G2
922,2,1.791144703140216e-16,8.168181,CALM2_AQP1,G2
924,2,2.220983376431973e-16,12.932228,CALR_HLA-F,G2
925,2,2.7645478459217993e-16,5.7180967,FARP2_PLXNA3,G2
927,2,3.9137407397171394e-16,7.701048,ADAM15_ITGB1,G2
929,2,6.822765567141889e-16,6.403105,ADAM10_TSPAN15,G2
942,2,4.0001629745627784e-14,5.7521715,TNFSF10_RIPK1,G2
944,2,6.371083900584409e-14,9.742773,TNC_ITGB6,G2
947,2,3.4412991022034316e-13,8.078149,COL18A1_ITGB1,G2
958,2,4.433033959548784e-12,5.579282,TNC_ITGB1,G2
961,2,1.1732354343594777e-11,5.419933,LGALS3BP_ITGB1,G2
963,2,2.4300936429907543e-11,5.450145,TGM2_SDC4,G2
965,2,4.2177259295048963e-11,5.008088,VEGFA_ITGB1,G2
972,2,2.910632813082953e-10,7.756568,TNC_SDC1,G2
978,2,1.0341877317566849e-09,6.0188766,PSAP_AR,G2
982,2,5.65809072553548e-09,5.136792,COL6A2_ITGB1,G2
991,2,4.123532799692982e-08,5.397521,VIM_CD44,G2
998,2,3.1759867868186836e-07,6.8427553,S100A4_ERBB2,G2
1011,2,3.2508213197740503e-06,5.9140806,COL1A1_CD44,G2
1472,3,3.221328130156633e-68,21.085045,FN1_ITGA2,G2
1473,3,3.221328130156633e-68,10.21241,SPP1_ITGB1,G2
1474,3,3.221328130156633e-68,5.998615,SFRP1_FZD6,G2
1475,3,3.221328130156633e-68,6.921017,LAMC1_ITGA2,G2
1476,3,3.221328130156633e-68,8.34267,PLAU_ITGB1,G2
1477,3,3.221328130156633e-68,15.532699,VEGFA_ITGAV,G2
1478,3,5.128682852991811e-68,8.140366,COL4A6_ITGB1,G2
1479,3,5.128682852991811e-68,20.26119,FN1_ITGB1,G2
1480,3,5.128682852991811e-68,9.777719,AGRN_ITGB1,G2
1481,3,5.3861591312485e-68,13.11843,COL4A6_ITGAV,G2
1482,3,5.3861591312485e-68,14.550333,VEGFA_NRP1,G2
1483,3,5.640038697805673e-68,12.281007,COL5A1_ITGB1,G2
1484,3,6.177681090667687e-68,8.769226,COL4A6_ITGA2,G2
1485,3,7.216040243500247e-68,12.645906,TIMP2_ITGB1,G2
1486,3,8.36520469808254e-68,12.094801,COL4A5_ITGAV,G2
1487,3,1.536791820074458e-67,6.683605,LAMC1_ITGB1,G2
1488,3,1.536791820074458e-67,13.078048,COL6A1_ITGA2,G2
1489,3,2.491632739197603e-67,7.7437296,MMP1_ITGA2,G2
1490,3,2.491632739197603e-67,20.324265,FN1_ITGB6,G2
1491,3,2.8743495084515152e-67,19.637934,COL1A2_ITGA2,G2
1492,3,3.2526144033394044e-67,17.250992,COL3A1_ITGA2,G2
1493,3,5.30740489381931e-67,10.113689,THBS2_ITGB1,G2
1494,3,5.943816977458004e-67,12.299253,TNC_ITGAV,G2
1495,3,8.454395728155598e-67,16.620872,COL3A1_ITGB1,G2
1496,3,8.590893261529177e-67,18.937136,COL1A2_ITGB1,G2
1497,3,9.413195136296894e-67,9.749846,COL5A2_ITGB1,G2
1498,3,2.4163634384202667e-66,7.7361374,BMP1_BMPR1A,G2
1500,3,3.21646819082102e-66,6.079152,COL8A1_ITGA2,G2
1501,3,4.7082230491958925e-66,6.417039,THBS1_LRP5,G2
1502,3,6.190963178550518e-66,12.64506,COL6A1_ITGB1,G2
1503,3,1.2664311693731e-65,12.301804,VEGFA_GPC1,G2
1504,3,1.5534807102322464e-65,12.98761,LUM_ITGB1,G2
1505,3,1.6004147919868615e-65,20.33908,COL1A1_ITGA2,G2
1506,3,1.83557664854857e-65,8.85876,SEMA3F_NRP1,G2
1508,3,2.488335222485348e-65,8.832497,VEGFA_EGFR,G2
1509,3,2.9842896897591566e-65,8.924139,COL6A3_ITGA2,G2
1510,3,3.2582846174783577e-65,10.853201,ADAM10_GPNMB,G2
1511,3,6.506933571899716e-65,23.3974,TNC_SDC1,G2
1513,3,2.927776757151321e-64,7.7085533,TNC_EGFR,G2
1514,3,3.473282743902801e-64,5.0669923,LAMC2_ITGA2,G2
1516,3,4.082135325189355e-64,19.658308,COL1A1_ITGB1,G2
1517,3,4.1692047386297144e-64,10.122069,COL4A5_ITGA2,G2
1518,3,5.431960304291747e-64,11.926262,TNC_ITGA2,G2
1519,3,6.253814960799474e-64,8.902801,LAMB2_ITGB1,G2
1520,3,6.517169045075258e-64,7.308877,LAMB3_ITGA2,G2
1522,3,1.0222095352822232e-63,19.39458,PSAP_AR,G2
1523,3,1.1182840108586959e-63,6.379749,ST6GAL1_EGFR,G2
1524,3,2.0646255391289362e-63,9.037828,CALM3_AR,G2
1525,3,2.467637519389042e-63,10.60686,THBS1_ITGB1,G2
1526,3,2.5240269674826627e-63,14.717638,COL6A2_ITGA2,G2
1527,3,4.0782049888100276e-63,9.584076,COL4A5_ITGB1,G2
1528,3,5.37075228853805e-63,8.631659,COL6A3_ITGB1,G2
1529,3,5.424374797321494e-63,8.579211,ADAM10_TSPAN14,G2
1530,3,7.122467672706372e-63,8.0746355,COL16A1_ITGB1,G2
1531,3,7.288935985546962e-63,5.6955805,COL7A1_ITGA2,G2
1533,3,7.83539940800705e-63,12.109823,VEGFA_ITGB1,G2
1534,3,7.866443692955238e-63,8.290763,ARF4_EGFR,G2
1535,3,1.0160504836078185e-62,12.392944,LGALS3BP_ITGB1,G2
1536,3,1.111702953311783e-62,10.193026,SPP1_ITGAV,G2
1537,3,1.111702953311783e-62,11.264353,TNC_ITGB1,G2
1539,3,1.6310994450924502e-62,8.9641285,SEMA3C_NRP1,G2
1541,3,2.604688546457162e-62,6.925215,LAMB3_ITGB1,G2
1542,3,3.061615619394852e-62,10.958676,HSPG2_ITGA2,G2
1543,3,3.755790940885455e-62,15.567782,COL18A1_ITGB1,G2
1545,3,4.716277716960582e-62,5.2925453,CALM1_EGFR,G2
1546,3,8.312268586024134e-62,7.2176533,LAMA5_ITGA2,G2
1549,3,1.1701024549285283e-61,14.139234,COL1A2_CD36,G2
1550,3,1.3890003452452081e-61,5.753002,COL4A6_ITGA1,G2
1551,3,1.507319845652974e-61,8.646063,PGF_NRP1,G2
1553,3,1.8366476275319653e-61,5.4357667,COL7A1_ITGB1,G2
1554,3,2.0988461802000547e-61,7.7174063,INHBA_BAMBI,G2
1556,3,2.5566339175838464e-61,9.578107,ADAM9_ITGB1,G2
1561,3,3.364575879109496e-60,8.473922,CDH1_EGFR,G2
1562,3,3.8916271157794946e-60,14.212939,COL6A2_ITGB1,G2
1564,3,5.083172892238112e-60,5.283593,ICAM1_EGFR,G2
1566,3,9.082487068324103e-60,7.4519854,HRAS_SDC2,G2
1567,3,1.5075058791643643e-59,5.9856033,ADAM10_NOTCH2,G2
1568,3,1.619129627567758e-59,9.193026,COL4A1_ITGA2,G2
1569,3,1.9473247525071362e-59,17.017359,FN1_SDC2,G2
1571,3,2.2700457282228875e-59,6.8372645,LAMA5_ITGB1,G2
1572,3,2.3742486402400185e-59,9.153746,CDH1_LRP5,G2
1573,3,2.779631977190186e-59,14.286789,TNC_ITGB6,G2
1575,3,3.3022590296062943e-59,12.018085,ADAM15_ITGB1,G2
1576,3,4.022937340991131e-59,10.605353,HSPG2_ITGB1,G2
1580,3,5.1338094981742726e-58,6.880235,ADAM10_TSPAN15,G2
1582,3,1.0276477873943455e-57,8.664091,THBS1_CD36,G2
1583,3,1.0276477873943455e-57,12.391326,TNC_SDC4,G2
1586,3,3.142553689685054e-57,6.6224327,SPP1_CD44,G2
1587,3,2.2291971191471254e-56,6.8213725,CALM2_EGFR,G2
1588,3,2.902769860332445e-56,8.979901,COL4A1_ITGB1,G2
1591,3,5.7585583715504085e-56,7.401813,S100A10_TRPV6,G2
1592,3,7.267696491751053e-56,8.059153,CXCL8_SDC1,G2
1593,3,1.0373372437823264e-55,5.698781,VEGFB_NRP1,G2
1594,3,1.0649279434662811e-55,5.842665,HSP90AA1_EGFR,G2
1602,3,2.1783957980365196e-54,9.025317,THBS2_CD36,G2
1605,3,4.0634171478468156e-54,11.578942,APP_NCSTN,G2
1607,3,4.594043923202001e-54,9.71579,MDK_ITGB1,G2
1609,3,7.725179865913678e-54,7.2513666,EGF_ERBB2,G2
1611,3,2.585942290657626e-53,6.738778,SEMA4C_PLXNB2,G2
1613,3,3.417051146555344e-53,7.1749444,VCAN_ITGB1,G2
1614,3,1.0425238384174621e-52,7.3574796,FBLN1_ITGB1,G2
1615,3,1.128310535993129e-52,19.460106,CDH1_PTPRF,G2
1616,3,1.1787691761940616e-52,9.522005,CDH1_ERBB3,G2
1618,3,2.5563235047318436e-52,11.619576,LGALS1_ITGB1,G2
1619,3,2.6547331227015706e-52,5.664525,TNC_ITGA5,G2
1620,3,3.547118659084922e-52,6.9996305,SPP1_ITGB5,G2
1623,3,7.842251815086096e-52,11.551748,COL1A1_CD36,G2
1626,3,8.194025719774508e-51,5.349499,ADAM10_CD44,G2
1629,3,1.420960918746174e-50,8.087037,ADAM9_ITGAV,G2
1630,3,1.5356401448147104e-50,7.6718435,FN1_ITGA6,G2
1631,3,2.1876630703083753e-50,5.9911656,FBN1_ITGB1,G2
1633,3,4.92620348239462e-50,6.8049984,COMP_ITGB1,G2
1635,3,7.761454486942774e-50,6.217605,NRG2_ERBB2,G2
1638,3,1.3121981510726274e-49,7.3208942,TNFSF10_TNFRSF10B,G2
1644,3,7.096426661036422e-49,6.4017553,FN1_CD44,G2
1651,3,2.0175365579249093e-46,5.179605,GRN_EGFR,G2
1652,3,3.2048241678256147e-46,5.665309,TGFB1_ITGB1,G2
1661,3,6.489618357580459e-45,8.956747,S100A8_CD36,G2
1678,3,8.376494788622723e-41,6.084173,APP_TSPAN15,G2
1688,3,3.680244422382136e-38,5.0201697,CD14_ITGB1,G2
1694,3,1.8533550089044506e-36,7.9970555,MMP2_SDC2,G2
1696,3,1.0692583092457358e-35,10.500858,APOE_SDC2,G2
1697,3,1.5300591328325156e-35,5.9883766,APOE_LRP5,G2
0,1,5.600794752984888e-147,44.568016,AGTRAP_RACK1,H1
1,1,6.276178939171577e-139,27.95395,GRN_TNFRSF1A,H1
2,1,3.015332665919986e-134,11.74296,COL18A1_ITGA3,H1
4,1,5.7174862190802375e-130,9.278867,LAMB2_ITGA3,H1
5,1,5.7174862190802375e-130,12.47825,C3_ITGAM,H1
6,1,5.7174862190802375e-130,7.4638066,ICAM4_ITGB2,H1
8,1,5.042050824223426e-128,15.506118,CALR_ITGA3,H1
9,1,1.4555566285726422e-127,15.651707,GNAI2_S1PR4,H1
10,1,1.1659785459903724e-126,5.264715,ICAM2_ITGAM,H1
11,1,1.7251731221067782e-126,45.119442,S100A9_ITGB2,H1
13,1,2.431367755499238e-122,26.993763,C3_ITGB2,H1
14,1,3.867030159455529e-122,50.019497,HLA-A_ERBB2,H1
16,1,2.9306189841552883e-118,12.36572,ICAM2_ITGB2,H1
17,1,8.201975092595626e-118,9.175752,ADAM17_ITGA5,H1
19,1,2.6155053653030974e-117,12.976114,MMP9_IFNAR1,H1
20,1,1.3018000357822736e-116,5.105747,ICAM4_ITGAL,H1
21,1,1.0709708230368297e-114,17.624662,COL18A1_GPC1,H1
22,1,1.5700538560908464e-114,7.064923,SAA1_ADRA2A,H1
23,1,2.2829102159720957e-114,15.974134,PTN_SDC1,H1
24,1,2.8008992930428614e-114,6.8293386,F10_ITGB2,H1
25,1,1.4448923374012493e-113,7.551079,MMP9_ITGAM,H1
26,1,1.93367263813711e-111,18.185886,CCL5_SDC1,H1
27,1,2.5610431633307617e-111,16.29571,GSTP1_TRAF2,H1
28,1,3.959374063463696e-109,53.310104,MDK_SDC1,H1
29,1,1.9159771173098922e-107,21.936037,HLA-A_CD3D,H1
31,1,9.818659463360109e-102,8.886649,LTB_TNFRSF1A,H1
32,1,3.6200828538755016e-101,5.757472,HLA-G_CD4,H1
33,1,6.699043488778558e-99,8.066282,C3_ADRA2A,H1
34,1,3.275365816771508e-98,29.983906,HSPG2_SDC1,H1
35,1,6.679524573845413e-98,7.145349,LGALS9_SLC1A5,H1
36,1,6.582675380015086e-97,12.307003,SAA1_FPR1,H1
39,1,4.750866005129175e-95,5.7036505,CCL19_ADRA2A,H1
40,1,6.776330380185188e-95,10.700878,LAMB2_ITGB4,H1
41,1,1.3260362398249586e-92,14.664531,GNAI2_ADORA1,H1
42,1,2.5081481315141547e-92,12.549017,ICAM3_ITGB2,H1
43,1,2.6648254084695854e-92,14.777845,CD14_ITGB2,H1
44,1,8.949257366886029e-92,10.869488,GAS6_AXL,H1
45,1,1.9580635705357862e-90,5.551376,EFNB3_EPHB3,H1
51,1,2.8908112067624052e-86,9.019052,ADAM15_ITGA5,H1
53,1,6.4579731722619405e-84,5.2210593,GNAI2_ADRA2A,H1
54,1,1.1543448047514587e-81,10.193818,HBEGF_ERBB2,H1
55,1,1.3031483215253407e-81,5.61729,TGFB1_SMAD3,H1
56,1,3.400909584294475e-79,9.681864,THBS1_SDC1,H1
57,1,3.8067467782447344e-79,13.652239,SLPI_CD4,H1
58,1,2.8160977188150076e-75,6.135637,CSF1_CSF1R,H1
59,1,1.637205822617374e-74,28.92084,S100A4_ERBB2,H1
62,1,3.769759918161986e-72,8.113458,GNAI2_FPR1,H1
65,1,1.9798381640755336e-70,12.648998,HLA-C_CD3D,H1
68,1,2.867081966200856e-68,13.6781845,MMP9_ITGB2,H1
69,1,1.1406861269849414e-67,5.2585697,SCGB3A1_NOTCH3,H1
71,1,2.9607659722994697e-66,14.32645,HLA-B_CD3D,H1
73,1,4.1474626794483474e-65,5.927498,HLA-A_LILRB2,H1
74,1,9.341911426978609e-65,7.4431067,ICAM2_ITGAL,H1
76,1,2.8697300153890675e-63,7.9551425,COL18A1_ITGA5,H1
80,1,8.329123175256327e-61,5.471808,COL18A1_ITGB5,H1
85,1,5.310272410406788e-54,5.2832165,CCL19_CCR10,H1
86,1,7.233902124668568e-54,8.449574,LGALS1_PTPRC,H1
90,1,2.4524981030458244e-47,7.915697,CXCL12_CD4,H1
92,1,3.384257388353704e-46,9.241628,CALR_HLA-F,H1
94,1,5.379663937654363e-46,5.7627115,SELPLG_ITGB2,H1
96,1,2.1523540328463666e-44,5.8972435,CCL19_CXCR3,H1
97,1,4.167288978365868e-44,5.401326,APOE_LRP5,H1
102,1,1.3948270468830368e-38,8.915957,S100A8_ITGB2,H1
108,1,1.3721219758413413e-32,6.7803464,ICAM3_ITGAL,H1
495,2,6.271957059366484e-45,19.576555,DCN_EGFR,H1
496,2,6.271957059366484e-45,11.257924,MIF_EGFR,H1
497,2,6.271957059366484e-45,31.998598,GSTP1_EGFR,H1
498,2,6.271957059366484e-45,30.756086,SCGB3A1_NOTCH3,H1
499,2,6.271957059366484e-45,24.60382,GRN_EGFR,H1
500,2,6.271957059366484e-45,26.457762,MFGE8_PDGFRB,H1
501,2,6.271957059366484e-45,23.260435,GNAI2_EGFR,H1
502,2,6.271957059366484e-45,23.058437,IGFBP4_LRP6,H1
503,2,6.271957059366484e-45,14.749174,TGFB1_EGFR,H1
504,2,6.271957059366484e-45,10.323455,PDGFB_PDGFRA,H1
505,2,6.271957059366484e-45,11.652455,LAMA4_ITGA6,H1
506,2,6.271957059366484e-45,31.692356,EGF_ERBB2,H1
507,2,6.452274767951406e-45,11.987809,CCL28_CCR10,H1
508,2,6.457697729920314e-45,11.035289,RSPO3_SDC4,H1
509,2,6.457697729920314e-45,8.949126,S100A1_AGER,H1
510,2,6.575678927882242e-45,20.211637,APOE_LRP6,H1
